Week,Inven,Prev_Inven_1,Prev_Inven_2,Prev_Inven_3,Prev_Inven_4,Prev_Inven_5,Prev_Inven_6,Prev_Inven_7,Prev_Inven_8,Sale,Var_Sale_1,Var_Sale_2,Var_Sale_3,Var_Sale_4,Var_Sale_5,Var_Sale_6,Var_Sale_7,Var_Sale_8,Var_Sale_9,Var_Sale_10,Var_Sale_11,Var_Sale_12,Post_Sale_1,Post_Sale_2,Post_Sale_3,Post_Sale_4,Post_Sale_5,Post_Sale_6,Post_Sale_7,Post_Sale_8,Post_Sale_9,Post_Sale_10,Post_Sale_11,Post_Sale_12,Prev_Sale_1,Prev_Sale_2,Prev_Sale_3,Prev_Sale_4,Prev_Sale_5,Prev_Sale_6,Prev_Sale_7,Prev_Sale_8,Prev_Sale_9,Prev_Sale_10,Prev_Sale_11,Prev_Sale_12,Product,Var_Product_1,Var_Product_2,Var_Product_3,Var_Product_4,Var_Product_5,Var_Product_6,Var_Product_7,Var_Product_8,Var_Product_9,Var_Product_10,Var_Product_11,Var_Product_12,Post_Product_1,Post_Product_2,Post_Product_3,Post_Product_4,Post_Product_5,Post_Product_6,Post_Product_7,Post_Product_8,Post_Product_9,Post_Product_10,Post_Product_11,Post_Product_12,Prev_Product_1,Prev_Product_2,Prev_Product_3,Prev_Product_4,Prev_Product_5,Prev_Product_6,Prev_Product_7,Prev_Product_8,Prev_Product_9,Prev_Product_10,Prev_Product_11,Prev_Product_12
201903,233162.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,8160.0,38400.0,38400.0,38400.0,38400.0,38400.0,38400.0,38400.0,38400.0,57600.0,57600.0,57600.0,0.0,22080.0,60480.0,60480.0,60480.0,60480.0,60480.0,60480.0,0.0,60480.0,60480.0,60480.0,60480.0,38400.0,30240.0,0.0,0.0,31752.0,0.0,0.0,0.0,22762.0,0.0,0.0,26838.0,288503.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,104100.0,138800.0,-999.0,-999.0,-999.0,225550.0,52050.0,-999.0,-999.0,121450.0,242900.0,283956.0,116846.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
201904,385830.0,233162.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,22080.0,57600.0,57600.0,57600.0,57600.0,57600.0,57600.0,57600.0,57600.0,57600.0,57600.0,57600.0,30240.0,60480.0,60480.0,60480.0,60480.0,60480.0,60480.0,0.0,60480.0,60480.0,60480.0,60480.0,8160.0,38400.0,30240.0,0.0,0.0,31752.0,0.0,0.0,0.0,22762.0,0.0,0.0,209168.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,138800.0,-999.0,-999.0,-999.0,34700.0,242900.0,-999.0,-999.0,121450.0,242900.0,17350.0,288503.0,283956.0,116846.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
201905,372684.0,385830.0,233162.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,30240.0,30240.0,60480.0,57600.0,57600.0,57600.0,57600.0,57600.0,57600.0,57600.0,57600.0,57600.0,57600.0,60480.0,60480.0,60480.0,60480.0,0.0,0.0,0.0,60480.0,60480.0,60480.0,60480.0,90720.0,0.0,8160.0,38400.0,30240.0,0.0,0.0,31752.0,0.0,0.0,0.0,22762.0,0.0,237050.0,-999.0,104100.0,104100.0,104100.0,104100.0,104100.0,104100.0,104100.0,104100.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,34700.0,208200.0,-999.0,34700.0,-999.0,208200.0,242900.0,173500.0,-999.0,209168.0,288503.0,283956.0,116846.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
201906,404244.0,372684.0,385830.0,233162.0,-999.0,-999.0,-999.0,-999.0,-999.0,60480.0,60480.0,60480.0,60480.0,57600.0,57600.0,57600.0,57600.0,57600.0,57600.0,57600.0,57600.0,57600.0,60480.0,60480.0,60480.0,0.0,0.0,0.0,60480.0,60480.0,60480.0,60480.0,90720.0,90720.0,30240.0,0.0,8160.0,38400.0,30240.0,0.0,0.0,31752.0,0.0,0.0,0.0,22762.0,312530.0,-999.0,138800.0,138800.0,138800.0,138800.0,138800.0,138800.0,138800.0,138800.0,138800.0,-999.0,-999.0,-999.0,-999.0,34700.0,208200.0,-999.0,34700.0,-999.0,-999.0,-999.0,-999.0,-999.0,167593.06402186048,237050.0,209168.0,288503.0,283956.0,116846.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
201907,206642.0,404244.0,372684.0,385830.0,233162.0,-999.0,-999.0,-999.0,-999.0,59229.0,60480.0,60480.0,60480.0,60480.0,57600.0,57600.0,57600.0,57600.0,57600.0,57600.0,57600.0,57600.0,60480.0,60480.0,0.0,0.0,0.0,60480.0,60480.0,60480.0,60480.0,90720.0,90720.0,90720.0,60480.0,30240.0,0.0,8160.0,38400.0,30240.0,0.0,0.0,31752.0,0.0,0.0,0.0,158314.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,34700.0,208200.0,-999.0,34700.0,-999.0,156150.0,242900.0,173500.0,-999.0,-999.0,17350.0,312530.0,237050.0,209168.0,288503.0,283956.0,116846.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
201908,161548.0,206642.0,404244.0,372684.0,385830.0,233162.0,-999.0,-999.0,-999.0,0.0,60480.0,60480.0,60480.0,60480.0,60480.0,57600.0,57600.0,57600.0,57600.0,57600.0,57600.0,57600.0,9240.0,30240.0,10240.0,0.0,60480.0,60480.0,60480.0,49480.0,90720.0,90720.0,90720.0,98880.0,59229.0,60480.0,30240.0,0.0,8160.0,38400.0,30240.0,0.0,0.0,31752.0,0.0,0.0,272186.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,34700.0,208200.0,-999.0,34700.0,-999.0,208200.0,242900.0,173500.0,-999.0,-999.0,17350.0,225550.0,158314.0,312530.0,237050.0,209168.0,288503.0,283956.0,116846.0,-999.0,-999.0,-999.0,-999.0,-999.0
201909,190140.0,161548.0,206642.0,404244.0,372684.0,385830.0,233162.0,-999.0,-999.0,0.0,9240.0,60480.0,60480.0,60480.0,60480.0,60480.0,57600.0,57600.0,57600.0,57600.0,57600.0,57600.0,30240.0,30240.0,0.0,60480.0,60480.0,60480.0,60480.0,90720.0,90720.0,90720.0,98880.0,120960.0,0.0,59229.0,60480.0,30240.0,0.0,8160.0,38400.0,30240.0,0.0,0.0,31752.0,0.0,350956.0,34700.0,34700.0,34700.0,34700.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,208200.0,-999.0,34700.0,-999.0,208200.0,-999.0,173500.0,173500.0,69400.0,17350.0,225550.0,242900.0,272186.0,158314.0,312530.0,237050.0,209168.0,288503.0,283956.0,116846.0,-999.0,-999.0,-999.0,-999.0
201910,213284.0,190140.0,161548.0,206642.0,404244.0,372684.0,385830.0,233162.0,-999.0,4536.0,30240.0,30240.0,0.0,0.0,0.0,60480.0,60480.0,57600.0,57600.0,57600.0,57600.0,57600.0,30240.0,0.0,60480.0,60480.0,60480.0,60480.0,90720.0,90720.0,90720.0,98880.0,120960.0,120960.0,0.0,0.0,59229.0,60480.0,30240.0,0.0,8160.0,38400.0,30240.0,0.0,0.0,31752.0,428391.0,208200.0,208200.0,208200.0,208200.0,208200.0,34700.0,225550.0,225550.0,100555.83871853208,-999.0,225550.0,225550.0,-999.0,34700.0,-999.0,208200.0,-999.0,173500.0,173500.0,242900.0,-999.0,242900.0,242900.0,-999.0,350956.0,272186.0,158314.0,312530.0,237050.0,209168.0,288503.0,283956.0,116846.0,-999.0,-999.0,-999.0
201911,139068.0,213284.0,190140.0,161548.0,206642.0,404244.0,372684.0,385830.0,233162.0,0.0,30240.0,30240.0,10240.0,0.0,0.0,0.0,60480.0,0.0,57600.0,57600.0,57600.0,57600.0,0.0,60480.0,60480.0,60480.0,60480.0,90720.0,90720.0,90720.0,98880.0,120960.0,120960.0,120960.0,4536.0,0.0,0.0,59229.0,60480.0,30240.0,0.0,8160.0,38400.0,30240.0,0.0,0.0,415634.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,242900.0,52050.0,52050.0,128511.5694447335,-999.0,52050.0,-999.0,-999.0,138800.0,-999.0,104100.0,173500.0,242900.0,-999.0,242900.0,69400.0,-999.0,242900.0,428391.0,350956.0,272186.0,158314.0,312530.0,237050.0,209168.0,288503.0,283956.0,116846.0,-999.0,-999.0
201912,309866.0,139068.0,213284.0,190140.0,161548.0,206642.0,404244.0,372684.0,385830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60480.0,57600.0,57600.0,57600.0,45360.0,60480.0,75600.0,75600.0,60480.0,75600.0,75600.0,75600.0,75600.0,75600.0,75600.0,75600.0,0.0,4536.0,0.0,0.0,59229.0,60480.0,30240.0,0.0,8160.0,38400.0,30240.0,0.0,402209.0,-999.0,34700.0,34700.0,34700.0,34700.0,34700.0,34700.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,69400.0,104100.0,104100.0,173500.0,173500.0,-999.0,242900.0,69400.0,-999.0,242900.0,225550.0,415634.0,428391.0,350956.0,272186.0,158314.0,312530.0,237050.0,209168.0,288503.0,283956.0,116846.0,-999.0
201913,337649.0,309866.0,139068.0,213284.0,190140.0,161548.0,206642.0,404244.0,372684.0,15876.0,45360.0,60480.0,60480.0,60480.0,60480.0,60480.0,60480.0,60480.0,60480.0,60480.0,57600.0,57600.0,60480.0,75600.0,75600.0,60480.0,75600.0,105840.0,90720.0,105840.0,90720.0,90720.0,90720.0,90720.0,0.0,0.0,4536.0,0.0,0.0,59229.0,60480.0,30240.0,0.0,8160.0,38400.0,30240.0,377083.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,69400.0,104100.0,104100.0,168500.0,173500.0,-999.0,-999.0,69400.0,-999.0,242900.0,225550.0,52050.0,402209.0,415634.0,428391.0,350956.0,272186.0,158314.0,312530.0,237050.0,209168.0,288503.0,283956.0,116846.0
201914,351111.0,337649.0,309866.0,139068.0,213284.0,190140.0,161548.0,206642.0,404244.0,49896.0,60480.0,60480.0,60480.0,60480.0,60480.0,60480.0,60480.0,60480.0,60480.0,60480.0,60480.0,57600.0,75600.0,75600.0,60480.0,75600.0,105840.0,90720.0,105840.0,90720.0,90720.0,90720.0,90720.0,90720.0,15876.0,0.0,0.0,4536.0,0.0,0.0,59229.0,60480.0,30240.0,0.0,8160.0,38400.0,337346.0,69400.0,69400.0,138800.0,208200.0,208200.0,208200.0,156150.0,-999.0,208200.0,121450.0,121450.0,121450.0,104100.0,104100.0,173500.0,173500.0,-999.0,237900.0,69400.0,-999.0,242900.0,225550.0,52050.0,-999.0,377083.0,402209.0,415634.0,428391.0,350956.0,272186.0,158314.0,312530.0,237050.0,209168.0,288503.0,283956.0
201915,289050.0,351111.0,337649.0,309866.0,139068.0,213284.0,190140.0,161548.0,206642.0,39312.0,75600.0,75600.0,75600.0,60480.0,60480.0,60480.0,60480.0,60480.0,60480.0,60480.0,60480.0,60480.0,54000.0,40000.0,75600.0,105840.0,90720.0,105840.0,90720.0,90720.0,90720.0,90720.0,90720.0,105840.0,49896.0,15876.0,0.0,0.0,4536.0,0.0,0.0,59229.0,60480.0,30240.0,0.0,8160.0,429497.0,104100.0,104100.0,104100.0,-999.0,-999.0,-999.0,242900.0,242900.0,-999.0,242900.0,242900.0,242900.0,104100.0,173500.0,173500.0,-999.0,237900.0,69400.0,-999.0,242900.0,225550.0,52050.0,-999.0,244900.0,337346.0,377083.0,402209.0,415634.0,428391.0,350956.0,272186.0,158314.0,312530.0,237050.0,209168.0,288503.0
201916,285098.0,289050.0,351111.0,337649.0,309866.0,139068.0,213284.0,190140.0,161548.0,40845.0,54000.0,75600.0,75600.0,75600.0,60480.0,60480.0,60480.0,49480.0,60480.0,60480.0,60480.0,60480.0,45360.0,75600.0,105840.0,90720.0,105840.0,90720.0,90720.0,90720.0,90720.0,90720.0,105840.0,105840.0,39312.0,49896.0,15876.0,0.0,0.0,4536.0,0.0,0.0,59229.0,60480.0,30240.0,0.0,434224.0,104100.0,104100.0,104100.0,104100.0,104100.0,173500.0,173500.0,173500.0,173500.0,-999.0,173500.0,17350.0,173500.0,173500.0,-999.0,237900.0,69400.0,-999.0,242900.0,225550.0,52050.0,-999.0,244900.0,225550.0,429497.0,337346.0,377083.0,402209.0,415634.0,428391.0,350956.0,272186.0,158314.0,312530.0,237050.0,209168.0
201917,261208.0,285098.0,289050.0,351111.0,337649.0,309866.0,139068.0,213284.0,190140.0,45360.0,45360.0,40000.0,60480.0,60480.0,60480.0,90720.0,90720.0,90720.0,90720.0,90720.0,90720.0,90720.0,60480.0,105840.0,90720.0,105840.0,90720.0,90720.0,90720.0,90720.0,90720.0,105840.0,105840.0,105840.0,40845.0,39312.0,49896.0,15876.0,0.0,0.0,4536.0,0.0,0.0,59229.0,60480.0,30240.0,419160.0,173500.0,173500.0,173500.0,168500.0,173500.0,173500.0,173500.0,173500.0,-999.0,-999.0,-999.0,-999.0,173500.0,-999.0,237900.0,69400.0,-999.0,242900.0,225550.0,52050.0,-999.0,244900.0,225550.0,34700.0,434224.0,429497.0,337346.0,377083.0,402209.0,415634.0,428391.0,350956.0,272186.0,158314.0,312530.0,237050.0
201918,323640.0,261208.0,285098.0,289050.0,351111.0,337649.0,309866.0,139068.0,213284.0,30240.0,60480.0,75600.0,75600.0,75600.0,75600.0,75600.0,90720.0,90720.0,90720.0,90720.0,90720.0,90720.0,45360.0,66300.0,75600.0,75600.0,136080.0,45360.0,75600.0,60480.0,105840.0,105840.0,105840.0,105840.0,45360.0,40845.0,39312.0,49896.0,15876.0,0.0,0.0,4536.0,0.0,0.0,59229.0,60480.0,427896.0,173500.0,173500.0,173500.0,173500.0,173500.0,173500.0,242900.0,242900.0,69400.0,-999.0,-999.0,167593.06402186048,-999.0,237900.0,69400.0,-999.0,242900.0,225550.0,52050.0,-999.0,244900.0,225550.0,34700.0,-999.0,419160.0,434224.0,429497.0,337346.0,377083.0,402209.0,415634.0,428391.0,350956.0,272186.0,158314.0,312530.0
201919,415278.0,323640.0,261208.0,285098.0,289050.0,351111.0,337649.0,309866.0,139068.0,45360.0,45360.0,105840.0,105840.0,105840.0,105840.0,105840.0,75600.0,90720.0,90720.0,90720.0,90720.0,90720.0,66300.0,75600.0,75600.0,136080.0,45360.0,75600.0,60480.0,105840.0,105840.0,105840.0,105840.0,105840.0,30240.0,45360.0,40845.0,39312.0,49896.0,15876.0,0.0,0.0,4536.0,0.0,0.0,59229.0,492123.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,17350.0,17350.0,17350.0,237900.0,69400.0,-999.0,242900.0,225550.0,52050.0,-999.0,244900.0,225550.0,34700.0,-999.0,-999.0,427896.0,419160.0,434224.0,429497.0,337346.0,377083.0,402209.0,415634.0,428391.0,350956.0,272186.0,158314.0
201920,443888.0,415278.0,323640.0,261208.0,285098.0,289050.0,351111.0,337649.0,309866.0,60480.0,66300.0,66300.0,90720.0,90720.0,90720.0,90720.0,90720.0,75600.0,98880.0,98880.0,98880.0,98880.0,75600.0,60480.0,120960.0,45360.0,90720.0,60480.0,105840.0,105840.0,105840.0,105840.0,105840.0,120960.0,45360.0,30240.0,45360.0,40845.0,39312.0,49896.0,15876.0,0.0,0.0,4536.0,0.0,0.0,518349.0,237900.0,237900.0,237900.0,237900.0,237900.0,237900.0,-999.0,242900.0,242900.0,242900.0,225550.0,225550.0,90000.0,-999.0,242900.0,225550.0,52050.0,-999.0,242900.0,225550.0,34700.0,-999.0,-999.0,208200.0,492123.0,427896.0,419160.0,434224.0,429497.0,337346.0,377083.0,402209.0,415634.0,428391.0,350956.0,272186.0
201921,344825.0,443888.0,415278.0,323640.0,261208.0,285098.0,289050.0,351111.0,337649.0,60480.0,75600.0,75600.0,75600.0,105840.0,105840.0,105840.0,105840.0,105840.0,75600.0,120960.0,120960.0,120960.0,60480.0,120960.0,45360.0,90720.0,60480.0,105840.0,105840.0,105840.0,105840.0,105840.0,120960.0,120960.0,60480.0,45360.0,30240.0,45360.0,40845.0,39312.0,49896.0,15876.0,0.0,0.0,4536.0,0.0,385555.0,90000.0,69400.0,69400.0,69400.0,69400.0,69400.0,69400.0,69400.0,69400.0,69400.0,242900.0,242900.0,33700.0,242900.0,225550.0,-999.0,-999.0,244900.0,225550.0,34700.0,-999.0,-999.0,208200.0,242900.0,518349.0,492123.0,427896.0,419160.0,434224.0,429497.0,337346.0,377083.0,402209.0,415634.0,428391.0,350956.0
201922,459206.0,344825.0,443888.0,415278.0,323640.0,261208.0,285098.0,289050.0,351111.0,30240.0,60480.0,60480.0,75600.0,75600.0,90720.0,90720.0,90720.0,90720.0,90720.0,75600.0,120960.0,120960.0,120960.0,45360.0,90720.0,60480.0,105840.0,105840.0,105840.0,105840.0,105840.0,120960.0,120960.0,120960.0,60480.0,60480.0,45360.0,30240.0,45360.0,40845.0,39312.0,49896.0,15876.0,0.0,0.0,4536.0,452653.0,33700.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,242900.0,225550.0,-999.0,-999.0,244900.0,225550.0,34700.0,112462.0,116787.0,112462.0,116787.0,112462.0,385555.0,518349.0,492123.0,427896.0,419160.0,434224.0,429497.0,337346.0,377083.0,402209.0,415634.0,428391.0
201923,291909.0,459206.0,344825.0,443888.0,415278.0,323640.0,261208.0,285098.0,289050.0,75600.0,120960.0,120960.0,120960.0,136080.0,136080.0,90720.0,90720.0,90720.0,90720.0,90720.0,75600.0,120960.0,45360.0,90720.0,60480.0,105840.0,105840.0,105840.0,105840.0,105840.0,120960.0,120960.0,120960.0,120960.0,30240.0,60480.0,60480.0,45360.0,30240.0,45360.0,40845.0,39312.0,49896.0,15876.0,0.0,0.0,439919.0,242900.0,242900.0,242900.0,242900.0,242900.0,242900.0,242900.0,242900.0,242900.0,242900.0,242900.0,242900.0,225550.0,-999.0,-999.0,242900.0,225550.0,34700.0,-999.0,-999.0,208200.0,242900.0,138800.0,34700.0,452653.0,385555.0,518349.0,492123.0,427896.0,419160.0,434224.0,429497.0,337346.0,377083.0,402209.0,415634.0
201924,318217.0,291909.0,459206.0,344825.0,443888.0,415278.0,323640.0,261208.0,285098.0,15120.0,45360.0,45360.0,45360.0,45360.0,45360.0,45360.0,90720.0,90720.0,90720.0,90720.0,90720.0,75600.0,0.0,60480.0,105840.0,105840.0,105840.0,105840.0,120960.0,120960.0,136080.0,120960.0,120960.0,120960.0,75600.0,30240.0,60480.0,60480.0,45360.0,30240.0,45360.0,40845.0,39312.0,49896.0,15876.0,0.0,450931.0,225550.0,225550.0,225550.0,225550.0,225550.0,225550.0,225550.0,225550.0,225550.0,225550.0,225550.0,225550.0,-999.0,-999.0,199500.0,185250.0,28500.0,-999.0,-999.0,188500.0,203000.0,116000.0,29500.0,191750.0,439919.0,452653.0,385555.0,518349.0,492123.0,427896.0,419160.0,434224.0,429497.0,337346.0,377083.0,402209.0
201925,454593.0,318217.0,291909.0,459206.0,344825.0,443888.0,415278.0,323640.0,261208.0,0.0,0.0,90720.0,90720.0,90720.0,90720.0,75600.0,75600.0,90720.0,90720.0,90720.0,90720.0,90720.0,60480.0,75600.0,60480.0,90720.0,90720.0,120960.0,120960.0,136080.0,60480.0,45360.0,45360.0,105840.0,15120.0,75600.0,30240.0,60480.0,60480.0,45360.0,30240.0,45360.0,40845.0,39312.0,49896.0,15876.0,339023.0,-999.0,-999.0,-999.0,-999.0,52050.0,52050.0,52050.0,52050.0,52050.0,52050.0,52050.0,52050.0,-999.0,210000.0,195000.0,210000.0,-999.0,-999.0,201500.0,203000.0,-999.0,29500.0,191750.0,206500.0,450931.0,439919.0,452653.0,385555.0,518349.0,492123.0,427896.0,419160.0,434224.0,429497.0,337346.0,377083.0
201926,561651.0,454593.0,318217.0,291909.0,459206.0,344825.0,443888.0,415278.0,323640.0,45360.0,60480.0,60480.0,60480.0,60480.0,60480.0,60480.0,60480.0,60480.0,90720.0,90720.0,90720.0,90720.0,75600.0,60480.0,90720.0,90720.0,120960.0,120960.0,136080.0,60480.0,45360.0,45360.0,105840.0,105840.0,0.0,15120.0,75600.0,30240.0,60480.0,60480.0,45360.0,30240.0,45360.0,40845.0,39312.0,49896.0,530333.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,199500.0,185250.0,199500.0,-999.0,-999.0,188500.0,203000.0,-999.0,29500.0,191750.0,206500.0,191750.0,339023.0,450931.0,439919.0,452653.0,385555.0,518349.0,492123.0,427896.0,419160.0,434224.0,429497.0,337346.0
201927,476590.0,561651.0,454593.0,318217.0,291909.0,459206.0,344825.0,443888.0,415278.0,60480.0,75600.0,75600.0,105840.0,105840.0,105840.0,105840.0,105840.0,105840.0,105840.0,105840.0,105840.0,105840.0,60480.0,90720.0,90720.0,120960.0,120960.0,136080.0,60480.0,45360.0,45360.0,105840.0,105840.0,120960.0,45360.0,0.0,15120.0,75600.0,30240.0,60480.0,60480.0,45360.0,30240.0,45360.0,40845.0,39312.0,440134.0,199500.0,210000.0,199500.0,242900.0,244900.0,244900.0,242900.0,244900.0,244900.0,244900.0,244900.0,244900.0,50000.0,-999.0,-999.0,116000.0,188500.0,203000.0,188500.0,29500.0,191750.0,206500.0,191750.0,-999.0,530333.0,339023.0,450931.0,439919.0,452653.0,385555.0,518349.0,492123.0,427896.0,419160.0,434224.0,429497.0
201928,390245.0,476590.0,561651.0,454593.0,318217.0,291909.0,459206.0,344825.0,443888.0,15120.0,60480.0,60480.0,60480.0,105840.0,105840.0,105840.0,105840.0,105840.0,105840.0,105840.0,105840.0,105840.0,30240.0,75600.0,120960.0,120960.0,136080.0,60480.0,45360.0,45360.0,105840.0,105840.0,120960.0,120960.0,60480.0,45360.0,0.0,15120.0,75600.0,30240.0,60480.0,60480.0,45360.0,30240.0,45360.0,40845.0,427594.0,50000.0,185250.0,195000.0,185250.0,225550.0,225550.0,225550.0,225550.0,225550.0,225550.0,225550.0,225550.0,-999.0,-999.0,116000.0,190500.0,203000.0,188500.0,58500.0,191750.0,206500.0,191750.0,-999.0,165000.0,440134.0,530333.0,339023.0,450931.0,439919.0,452653.0,385555.0,518349.0,492123.0,427896.0,419160.0,434224.0
201929,238170.0,390245.0,476590.0,561651.0,454593.0,318217.0,291909.0,459206.0,344825.0,29862.0,30240.0,90720.0,90720.0,90720.0,105840.0,105840.0,105840.0,105840.0,105840.0,105840.0,105840.0,105840.0,75600.0,120960.0,120960.0,136080.0,60480.0,45360.0,45360.0,105840.0,105840.0,120960.0,120960.0,151200.0,15120.0,60480.0,45360.0,0.0,15120.0,75600.0,30240.0,60480.0,60480.0,45360.0,30240.0,45360.0,392700.0,-999.0,-999.0,199500.0,210000.0,28500.0,34700.0,34700.0,34700.0,34700.0,34700.0,34700.0,34700.0,185250.0,85500.0,2000.0,116000.0,188500.0,29500.0,191750.0,206500.0,191750.0,-999.0,165000.0,210000.0,427594.0,440134.0,530333.0,339023.0,450931.0,439919.0,452653.0,385555.0,518349.0,492123.0,427896.0,419160.0
201930,293477.0,238170.0,390245.0,476590.0,561651.0,454593.0,318217.0,291909.0,459206.0,32886.0,75600.0,75600.0,90720.0,90720.0,90720.0,105840.0,105840.0,105840.0,105840.0,105840.0,105840.0,105840.0,60480.0,75600.0,90720.0,60480.0,75600.0,45360.0,105840.0,105840.0,120960.0,120960.0,151200.0,151200.0,29862.0,15120.0,60480.0,45360.0,0.0,15120.0,75600.0,30240.0,60480.0,60480.0,45360.0,30240.0,532017.0,185250.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,112462.0,-999.0,-999.0,-999.0,-999.0,85500.0,2000.0,116000.0,188500.0,29500.0,191750.0,206500.0,191750.0,-999.0,165000.0,210000.0,195000.0,392700.0,427594.0,440134.0,530333.0,339023.0,450931.0,439919.0,452653.0,385555.0,518349.0,492123.0,427896.0
