Week,Inven,Prev_Inven_1,Prev_Inven_2,Prev_Inven_3,Prev_Inven_4,Prev_Inven_5,Prev_Inven_6,Prev_Inven_7,Prev_Inven_8,Sale,Var_Sale_1,Var_Sale_2,Var_Sale_3,Var_Sale_4,Var_Sale_5,Var_Sale_6,Var_Sale_7,Var_Sale_8,Var_Sale_9,Var_Sale_10,Var_Sale_11,Var_Sale_12,Post_Sale_1,Post_Sale_2,Post_Sale_3,Post_Sale_4,Post_Sale_5,Post_Sale_6,Post_Sale_7,Post_Sale_8,Post_Sale_9,Post_Sale_10,Post_Sale_11,Post_Sale_12,Prev_Sale_1,Prev_Sale_2,Prev_Sale_3,Prev_Sale_4,Prev_Sale_5,Prev_Sale_6,Prev_Sale_7,Prev_Sale_8,Prev_Sale_9,Prev_Sale_10,Prev_Sale_11,Prev_Sale_12,Product,Var_Product_1,Var_Product_2,Var_Product_3,Var_Product_4,Var_Product_5,Var_Product_6,Var_Product_7,Var_Product_8,Var_Product_9,Var_Product_10,Var_Product_11,Var_Product_12,Post_Product_1,Post_Product_2,Post_Product_3,Post_Product_4,Post_Product_5,Post_Product_6,Post_Product_7,Post_Product_8,Post_Product_9,Post_Product_10,Post_Product_11,Post_Product_12,Prev_Product_1,Prev_Product_2,Prev_Product_3,Prev_Product_4,Prev_Product_5,Prev_Product_6,Prev_Product_7,Prev_Product_8,Prev_Product_9,Prev_Product_10,Prev_Product_11,Prev_Product_12
202009,644600.0,795084.0,744909.0,720550.0,718761.0,874640.0,796288.0,886583.0,790824.0,120960.0,166320.0,136080.0,136080.0,136080.0,136080.0,120960.0,120960.0,120960.0,120960.0,226800.0,226800.0,226800.0,136080.0,136080.0,151200.0,166320.0,181440.0,181440.0,151200.0,166320.0,181440.0,196560.0,226801.0,257040.0,150599.0,75600.0,74844.0,105840.0,120960.0,120960.0,128520.0,29862.0,0.0,62748.0,87696.0,46494.0,293829.0,35000.0,63400.0,35000.0,35000.0,35000.0,70000.0,70000.0,275875.0,275875.0,275875.0,103950.0,103950.0,224000.0,224000.0,224000.0,254000.0,288800.0,171000.0,328950.0,328950.0,344800.0,179550.0,179550.0,179550.0,229997.0,365736.0,215942.0,192274.0,228923.0,296120.0,329459.0,326957.0,-999.0,-999.0,-999.0,-999.0
202010,602958.0,644600.0,795084.0,744909.0,720550.0,718761.0,874640.0,796288.0,886583.0,119826.0,136080.0,136080.0,136080.0,136080.0,136080.0,120960.0,120960.0,120960.0,120960.0,120960.0,136080.0,136080.0,136080.0,136080.0,181440.0,181440.0,181440.0,151200.0,166320.0,181440.0,196560.0,226801.0,453600.0,453600.0,120960.0,150599.0,75600.0,74844.0,105840.0,120960.0,120960.0,128520.0,29862.0,0.0,62748.0,87696.0,394467.0,224000.0,226700.0,226700.0,226700.0,226700.0,226700.0,259000.0,282625.0,282625.0,282625.0,282625.0,316575.0,234500.0,231000.0,235000.0,288800.0,164000.0,328950.0,328950.0,344800.0,376650.0,376650.0,376650.0,376650.0,293829.0,229997.0,365736.0,215942.0,192274.0,228923.0,296120.0,329459.0,326957.0,-999.0,-999.0,-999.0
202011,323728.0,602958.0,644600.0,795084.0,744909.0,720550.0,718761.0,874640.0,796288.0,61992.0,136080.0,136080.0,105840.0,105840.0,105840.0,105840.0,120960.0,120960.0,120960.0,120960.0,120960.0,151200.0,136080.0,181440.0,181440.0,181440.0,151200.0,166320.0,181440.0,196560.0,226801.0,453600.0,453600.0,446040.0,119826.0,120960.0,150599.0,75600.0,74844.0,105840.0,120960.0,120960.0,128520.0,29862.0,0.0,62748.0,230080.0,234500.0,224000.0,226700.0,191700.0,226700.0,226700.0,226700.0,261700.0,282625.0,282625.0,282625.0,282625.0,241500.0,248100.0,296800.0,184000.0,329400.0,336150.0,350750.0,376650.0,376650.0,376650.0,376650.0,442450.0,394467.0,293829.0,229997.0,365736.0,215942.0,192274.0,228923.0,296120.0,329459.0,326957.0,-999.0,-999.0
202012,476367.0,323728.0,602958.0,644600.0,795084.0,744909.0,720550.0,718761.0,874640.0,98280.0,136080.0,136080.0,151200.0,151200.0,151200.0,151200.0,151200.0,151200.0,151200.0,151200.0,191273.0,191273.0,181440.0,181440.0,181440.0,151200.0,166320.0,181440.0,196560.0,226800.0,453600.0,453600.0,446040.0,299376.0,61992.0,119826.0,120960.0,150599.0,75600.0,74844.0,105840.0,120960.0,120960.0,128520.0,29862.0,0.0,279378.0,241500.0,231000.0,224000.0,226700.0,226700.0,226700.0,226700.0,141500.0,261700.0,282625.0,282625.0,282625.0,228000.0,280500.0,172500.0,310500.0,337500.0,337500.0,344250.0,376650.0,376650.0,376650.0,442450.0,589950.0,230080.0,394467.0,293829.0,229997.0,365736.0,215942.0,192274.0,228923.0,296120.0,329459.0,326957.0,-999.0
202013,659512.0,476367.0,323728.0,602958.0,644600.0,795084.0,744909.0,720550.0,718761.0,115975.0,181440.0,181440.0,181440.0,166320.0,151200.0,151200.0,151200.0,151200.0,151200.0,151200.0,151200.0,191273.0,181440.0,181440.0,151200.0,166320.0,181440.0,196560.0,226800.0,453600.0,453600.0,446040.0,299376.0,365904.0,98280.0,61992.0,119826.0,120960.0,150599.0,75600.0,74844.0,105840.0,120960.0,120960.0,128520.0,29862.0,422217.0,228000.0,248100.0,235000.0,254000.0,261700.0,261700.0,261700.0,261700.0,261700.0,261700.0,282625.0,282625.0,283500.0,108000.0,210000.0,337500.0,314250.0,357750.0,364500.0,364500.0,372600.0,429625.0,590625.0,590625.0,279378.0,230080.0,394467.0,293829.0,229997.0,365736.0,215942.0,192274.0,228923.0,296120.0,329459.0,326957.0
202014,761967.0,659512.0,476367.0,323728.0,602958.0,644600.0,795084.0,744909.0,720550.0,70686.0,75600.0,75600.0,75600.0,75600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136080.0,136080.0,166320.0,181440.0,196560.0,257040.0,272160.0,272160.0,257040.0,302400.0,347760.0,393120.0,115975.0,98280.0,61992.0,119826.0,120960.0,150599.0,75600.0,74844.0,105840.0,120960.0,120960.0,128520.0,417985.0,283500.0,280500.0,296800.0,288800.0,288800.0,263700.0,256400.0,263600.0,263600.0,263600.0,263600.0,282625.0,108000.0,135000.0,253125.0,322875.0,367875.0,374625.0,301500.0,175500.0,175500.0,358625.0,388125.0,593325.0,422217.0,279378.0,230080.0,394467.0,293829.0,229997.0,365736.0,215942.0,192274.0,228923.0,296120.0,329459.0
202015,872721.0,761967.0,659512.0,476367.0,323728.0,602958.0,644600.0,795084.0,744909.0,45360.0,136080.0,181440.0,181440.0,181440.0,181440.0,181440.0,151200.0,151200.0,151200.0,151200.0,151200.0,151200.0,105840.0,166320.0,181440.0,196560.0,257040.0,272160.0,272160.0,257040.0,302400.0,347760.0,393120.0,378000.0,70686.0,115975.0,98280.0,61992.0,119826.0,120960.0,150599.0,75600.0,74844.0,105840.0,120960.0,120960.0,465186.0,108000.0,108000.0,172500.0,184000.0,164000.0,171000.0,160500.0,160500.0,160500.0,52500.0,52500.0,28000.0,115000.0,135000.0,236750.0,350250.0,350250.0,357000.0,370500.0,169000.0,182000.0,182000.0,438600.0,528150.0,417985.0,422217.0,279378.0,230080.0,394467.0,293829.0,229997.0,365736.0,215942.0,192274.0,228923.0,296120.0
202016,1154004.0,872721.0,761967.0,659512.0,476367.0,323728.0,602958.0,644600.0,795084.0,90720.0,105840.0,136080.0,151200.0,151200.0,151200.0,151200.0,151200.0,151200.0,151200.0,151200.0,151200.0,151200.0,120960.0,166320.0,226800.0,226800.0,211680.0,211680.0,241920.0,287280.0,302400.0,393120.0,378000.0,393120.0,45360.0,70686.0,115975.0,98280.0,61992.0,119826.0,120960.0,150599.0,75600.0,74844.0,105840.0,120960.0,447355.0,115000.0,135000.0,210000.0,310500.0,329400.0,328950.0,328950.0,334125.0,334125.0,334125.0,139725.0,139725.0,137000.0,139500.0,141750.0,249750.0,366750.0,380250.0,373750.0,377000.0,377000.0,379600.0,378150.0,382200.0,465186.0,417985.0,422217.0,279378.0,230080.0,394467.0,293829.0,229997.0,365736.0,215942.0,192274.0,228923.0
202017,1139028.0,1154004.0,872721.0,761967.0,659512.0,476367.0,323728.0,602958.0,644600.0,117180.0,120960.0,166320.0,166320.0,166320.0,166320.0,166320.0,166320.0,166320.0,166320.0,166320.0,166320.0,166320.0,166320.0,226800.0,226800.0,211680.0,211680.0,241920.0,287280.0,302400.0,393120.0,378000.0,393120.0,438480.0,90720.0,45360.0,70686.0,115975.0,98280.0,61992.0,119826.0,120960.0,150599.0,75600.0,74844.0,105840.0,215542.0,137000.0,135000.0,253125.0,337500.0,337500.0,336150.0,328950.0,328950.0,334125.0,334125.0,334125.0,139725.0,91000.0,141750.0,155250.0,162000.0,175500.0,373750.0,393750.0,332000.0,334600.0,336400.0,573950.0,573950.0,447355.0,465186.0,417985.0,422217.0,279378.0,230080.0,394467.0,293829.0,229997.0,365736.0,215942.0,192274.0
202018,1149134.0,1139028.0,1154004.0,872721.0,761967.0,659512.0,476367.0,323728.0,602958.0,57456.0,166320.0,166320.0,181440.0,181440.0,181440.0,181440.0,181440.0,181440.0,181440.0,166320.0,166320.0,166320.0,60480.0,272160.0,136080.0,241920.0,211681.0,302400.0,317520.0,347760.0,362880.0,378000.0,408240.0,181440.0,117180.0,90720.0,45360.0,70686.0,115975.0,98280.0,61992.0,119826.0,120960.0,150599.0,75600.0,74844.0,427288.0,91000.0,139500.0,236750.0,322875.0,314250.0,337500.0,350750.0,344800.0,344800.0,351450.0,351450.0,351450.0,63000.0,-999.0,-999.0,-999.0,173500.0,195000.0,195000.0,-999.0,150000.0,195000.0,195000.0,441200.0,215542.0,447355.0,465186.0,417985.0,422217.0,279378.0,230080.0,394467.0,293829.0,229997.0,365736.0,215942.0
202019,1190996.0,1149134.0,1139028.0,1154004.0,872721.0,761967.0,659512.0,476367.0,323728.0,146219.0,60480.0,226800.0,226800.0,196560.0,196560.0,196560.0,196560.0,196560.0,196560.0,196560.0,196560.0,196560.0,120960.0,120960.0,181440.0,166321.0,211680.0,211680.0,196560.0,151200.0,196560.0,241920.0,136080.0,226800.0,57456.0,117180.0,90720.0,45360.0,70686.0,115975.0,98280.0,61992.0,119826.0,120960.0,150599.0,75600.0,207258.0,63000.0,141750.0,141750.0,350250.0,367875.0,357750.0,344250.0,376650.0,376650.0,179550.0,179550.0,179550.0,1000.0,40000.0,148500.0,175500.0,189000.0,304000.0,390750.0,150000.0,195000.0,195000.0,382200.0,470700.0,427288.0,215542.0,447355.0,465186.0,417985.0,422217.0,279378.0,230080.0,394467.0,293829.0,229997.0,365736.0
202020,1085768.0,1190996.0,1149134.0,1139028.0,1154004.0,872721.0,761967.0,659512.0,476367.0,75351.0,120960.0,272160.0,226800.0,226800.0,257040.0,257040.0,226800.0,226800.0,226801.0,226801.0,226801.0,226801.0,120960.0,196560.0,166321.0,211680.0,211680.0,196560.0,166320.0,196560.0,226800.0,136080.0,241920.0,386352.0,146219.0,57456.0,117180.0,90720.0,45360.0,70686.0,115975.0,98280.0,61992.0,119826.0,120960.0,150599.0,155423.0,1000.0,-999.0,155250.0,249750.0,350250.0,374625.0,364500.0,376650.0,376650.0,376650.0,179550.0,179550.0,39500.0,98750.0,162000.0,162000.0,282000.0,180000.0,180000.0,195000.0,195000.0,382200.0,470700.0,529700.0,207258.0,427288.0,215542.0,447355.0,465186.0,417985.0,422217.0,279378.0,230080.0,394467.0,293829.0,229997.0
202021,904876.0,1085768.0,1190996.0,1149134.0,1139028.0,1154004.0,872721.0,761967.0,659512.0,105327.0,120960.0,120960.0,136080.0,211680.0,211680.0,272160.0,272160.0,453600.0,453600.0,453600.0,453600.0,257040.0,272160.0,136081.0,211680.0,211680.0,196560.0,166320.0,196560.0,226800.0,136080.0,281232.0,347040.0,362160.0,75351.0,146219.0,57456.0,117180.0,90720.0,45360.0,70686.0,115975.0,98280.0,61992.0,119826.0,120960.0,160729.0,39500.0,40000.0,-999.0,162000.0,366750.0,357000.0,301500.0,364500.0,376650.0,376650.0,376650.0,179550.0,143400.0,202500.0,180000.0,202500.0,202500.0,202500.0,138000.0,339000.0,339000.0,427500.0,486500.0,486500.0,155423.0,207258.0,427288.0,215542.0,447355.0,465186.0,417985.0,422217.0,279378.0,230080.0,394467.0,293829.0
202022,758574.0,904876.0,1085768.0,1190996.0,1149134.0,1139028.0,1154004.0,872721.0,761967.0,332262.0,272160.0,196560.0,181440.0,241920.0,211680.0,211680.0,272160.0,272160.0,453600.0,453600.0,453600.0,453600.0,15121.0,211680.0,211680.0,196560.0,166320.0,196560.0,226800.0,136080.0,281232.0,347040.0,362160.0,362160.0,105327.0,75351.0,146219.0,57456.0,117180.0,90720.0,45360.0,70686.0,115975.0,98280.0,61992.0,119826.0,149811.0,143400.0,98750.0,148500.0,-999.0,175500.0,380250.0,370500.0,175500.0,372600.0,376650.0,376650.0,376650.0,202500.0,180000.0,202500.0,202500.0,202500.0,187140.0,339000.0,339000.0,339000.0,530750.0,501250.0,339000.0,160729.0,155423.0,207258.0,427288.0,215542.0,447355.0,465186.0,417985.0,422217.0,279378.0,230080.0,394467.0
202023,566767.0,758574.0,904876.0,1085768.0,1190996.0,1149134.0,1139028.0,1154004.0,872721.0,30240.0,15121.0,136081.0,166321.0,166321.0,211681.0,241920.0,241920.0,257040.0,257040.0,446040.0,446040.0,446040.0,151200.0,211680.0,241920.0,196560.0,196560.0,226800.0,136080.0,281232.0,347040.0,362160.0,362160.0,377280.0,332262.0,105327.0,75351.0,146219.0,57456.0,117180.0,90720.0,45360.0,70686.0,115975.0,98280.0,61992.0,337427.0,202500.0,202500.0,162000.0,175500.0,173500.0,373750.0,373750.0,169000.0,175500.0,429625.0,442450.0,442450.0,173000.0,202500.0,202500.0,202500.0,202500.0,334500.0,334500.0,339000.0,339000.0,339000.0,339000.0,400000.0,149811.0,160729.0,155423.0,207258.0,427288.0,215542.0,447355.0,465186.0,417985.0,422217.0,279378.0,230080.0
202024,480729.0,566767.0,758574.0,904876.0,1085768.0,1190996.0,1149134.0,1139028.0,1154004.0,90339.0,151200.0,211680.0,211680.0,211680.0,211680.0,302400.0,287280.0,287280.0,302400.0,302400.0,299376.0,299376.0,211680.0,241920.0,272160.0,302400.0,302400.0,317520.0,381024.0,378000.0,408240.0,393120.0,181440.0,453600.0,30240.0,332262.0,105327.0,75351.0,146219.0,57456.0,117180.0,90720.0,45360.0,70686.0,115975.0,98280.0,373704.0,173000.0,180000.0,180000.0,162000.0,189000.0,195000.0,393750.0,377000.0,182000.0,358625.0,590625.0,589950.0,202500.0,202650.0,204500.0,191640.0,202500.0,202500.0,202500.0,389700.0,389700.0,389700.0,392300.0,401325.0,337427.0,149811.0,160729.0,155423.0,207258.0,427288.0,215542.0,447355.0,465186.0,417985.0,422217.0,279378.0
202025,792419.0,480729.0,566767.0,758574.0,904876.0,1085768.0,1190996.0,1149134.0,1139028.0,211674.0,211680.0,211680.0,211680.0,211680.0,211680.0,211680.0,317520.0,302400.0,302400.0,347760.0,347760.0,365904.0,241920.0,272160.0,302400.0,302400.0,317520.0,381024.0,378000.0,408240.0,393120.0,181440.0,453600.0,483840.0,90339.0,30240.0,332262.0,105327.0,75351.0,146219.0,57456.0,117180.0,90720.0,45360.0,70686.0,115975.0,345057.0,202500.0,202500.0,202500.0,202500.0,282000.0,304000.0,195000.0,332000.0,377000.0,182000.0,388125.0,590625.0,339000.0,339150.0,328140.0,331500.0,331500.0,331500.0,376300.0,382200.0,382200.0,384800.0,401325.0,514125.0,373704.0,337427.0,149811.0,160729.0,155423.0,207258.0,427288.0,215542.0,447355.0,465186.0,417985.0,422217.0
202026,759334.0,792419.0,480729.0,566767.0,758574.0,904876.0,1085768.0,1190996.0,1149134.0,136080.0,241920.0,241920.0,241920.0,196560.0,196560.0,196560.0,196560.0,347760.0,393120.0,393120.0,393120.0,393120.0,272160.0,302400.0,302400.0,317520.0,381024.0,378000.0,408240.0,393120.0,226800.0,453600.0,483840.0,529200.0,211674.0,90339.0,30240.0,332262.0,105327.0,75351.0,146219.0,57456.0,117180.0,90720.0,45360.0,70686.0,379823.0,339000.0,202650.0,202500.0,202500.0,202500.0,180000.0,390750.0,-999.0,334600.0,379600.0,438600.0,593325.0,348150.0,351000.0,329140.0,364000.0,377000.0,382200.0,382200.0,382200.0,384800.0,401325.0,604125.0,604125.0,345057.0,373704.0,337427.0,149811.0,160729.0,155423.0,207258.0,427288.0,215542.0,447355.0,465186.0,417985.0
202027,810006.0,759334.0,792419.0,480729.0,566767.0,758574.0,904876.0,1085768.0,1190996.0,181440.0,272160.0,272160.0,272160.0,196560.0,166320.0,166320.0,166320.0,151200.0,362880.0,378000.0,378000.0,378000.0,302400.0,302400.0,317520.0,381024.0,378000.0,408240.0,393120.0,226800.0,453600.0,483840.0,529200.0,544320.0,136080.0,211674.0,90339.0,30240.0,332262.0,105327.0,75351.0,146219.0,57456.0,117180.0,90720.0,45360.0,465272.0,348150.0,339150.0,204500.0,202500.0,202500.0,202500.0,180000.0,150000.0,150000.0,336400.0,378150.0,528150.0,321150.0,362015.0,364000.0,377000.0,382200.0,382200.0,382200.0,384800.0,401325.0,604125.0,604125.0,604125.0,379823.0,345057.0,373704.0,337427.0,149811.0,160729.0,155423.0,207258.0,427288.0,215542.0,447355.0,465186.0
202028,978672.0,810006.0,759334.0,792419.0,480729.0,566767.0,758574.0,904876.0,1085768.0,0.0,302400.0,302400.0,302400.0,302400.0,196560.0,196560.0,196560.0,196560.0,196560.0,378000.0,393120.0,393120.0,347760.0,347760.0,371952.0,378000.0,408240.0,393120.0,226800.0,453600.0,483840.0,529200.0,544320.0,514080.0,181440.0,136080.0,211674.0,90339.0,30240.0,332262.0,105327.0,75351.0,146219.0,57456.0,117180.0,90720.0,404513.0,321150.0,351000.0,328140.0,191640.0,202500.0,187140.0,138000.0,195000.0,195000.0,195000.0,573950.0,382200.0,357000.0,364150.0,377000.0,187200.0,382200.0,382200.0,384800.0,401325.0,604125.0,604125.0,604125.0,604125.0,465272.0,379823.0,345057.0,373704.0,337427.0,149811.0,160729.0,155423.0,207258.0,427288.0,215542.0,447355.0
202029,1377406.0,978672.0,810006.0,759334.0,792419.0,480729.0,566767.0,758574.0,904876.0,257040.0,347760.0,302400.0,302400.0,302400.0,302400.0,226800.0,226800.0,226800.0,226800.0,241920.0,408240.0,438480.0,347760.0,374452.0,378000.0,408240.0,393120.0,226800.0,453600.0,483840.0,529200.0,544320.0,514080.0,544320.0,0.0,181440.0,136080.0,211674.0,90339.0,30240.0,332262.0,105327.0,75351.0,146219.0,57456.0,117180.0,292671.0,357000.0,362015.0,329140.0,331500.0,202500.0,334500.0,339000.0,339000.0,195000.0,195000.0,195000.0,573950.0,366650.0,375000.0,187200.0,187200.0,382200.0,384800.0,401325.0,319125.0,604125.0,604125.0,604125.0,604125.0,404513.0,465272.0,379823.0,345057.0,373704.0,337427.0,149811.0,160729.0,155423.0,207258.0,427288.0,215542.0
202030,1337419.0,1377406.0,978672.0,810006.0,759334.0,792419.0,480729.0,566767.0,758574.0,241481.0,347760.0,347760.0,317520.0,317520.0,317520.0,317520.0,136080.0,136080.0,136080.0,136080.0,136080.0,181440.0,395620.0,326592.0,287280.0,317520.0,317520.0,347760.0,347760.0,423360.0,423360.0,362880.0,438480.0,468720.0,257040.0,0.0,181440.0,136080.0,211674.0,90339.0,30240.0,332262.0,105327.0,75351.0,146219.0,57456.0,286525.0,366650.0,364150.0,364000.0,364000.0,331500.0,202500.0,334500.0,339000.0,339000.0,382200.0,382200.0,441200.0,-999.0,187200.0,187200.0,187200.0,189800.0,198825.0,199125.0,401625.0,604125.0,604125.0,604125.0,259125.0,292671.0,404513.0,465272.0,379823.0,345057.0,373704.0,337427.0,149811.0,160729.0,155423.0,207258.0,427288.0
202031,1718919.0,1337419.0,1377406.0,978672.0,810006.0,759334.0,792419.0,480729.0,566767.0,90720.0,395620.0,374452.0,371952.0,381024.0,381024.0,381024.0,381024.0,281232.0,281232.0,281232.0,241920.0,226800.0,326592.0,287280.0,317520.0,317520.0,347760.0,347760.0,423360.0,423360.0,362880.0,438480.0,468720.0,468720.0,241481.0,257040.0,0.0,181440.0,136080.0,211674.0,90339.0,30240.0,332262.0,105327.0,75351.0,146219.0,372505.0,-999.0,375000.0,377000.0,377000.0,377000.0,331500.0,202500.0,339000.0,339000.0,427500.0,470700.0,470700.0,382200.0,187200.0,187200.0,190550.0,198825.0,199125.0,281625.0,401625.0,604125.0,401625.0,401625.0,401625.0,286525.0,292671.0,404513.0,465272.0,379823.0,345057.0,373704.0,337427.0,149811.0,160729.0,155423.0,207258.0
202032,1495400.0,1718919.0,1337419.0,1377406.0,978672.0,810006.0,759334.0,792419.0,480729.0,241920.0,326592.0,326592.0,378000.0,378000.0,378000.0,378000.0,378000.0,378000.0,347040.0,347040.0,347040.0,386352.0,287280.0,311472.0,317520.0,332640.0,347760.0,423360.0,423360.0,362880.0,438480.0,468720.0,468720.0,438480.0,90720.0,241481.0,257040.0,0.0,181440.0,136080.0,211674.0,90339.0,30240.0,332262.0,105327.0,75351.0,377969.0,382200.0,187200.0,187200.0,187200.0,382200.0,382200.0,376300.0,389700.0,339000.0,530750.0,486500.0,529700.0,332000.0,182000.0,182750.0,196825.0,199125.0,281625.0,524.7023655914,-999.0,-999.0,-999.0,-999.0,-999.0,372505.0,286525.0,292671.0,404513.0,465272.0,379823.0,345057.0,373704.0,337427.0,149811.0,160729.0,155423.0
202033,1469015.0,1495400.0,1718919.0,1337419.0,1377406.0,978672.0,810006.0,759334.0,792419.0,226800.0,287280.0,287280.0,287280.0,408240.0,408240.0,408240.0,408240.0,408240.0,408240.0,362160.0,362160.0,362160.0,235872.0,196560.0,272160.0,257040.0,272160.0,287280.0,317520.0,317520.0,332640.0,378000.0,347760.0,241920.0,241920.0,90720.0,241481.0,257040.0,0.0,181440.0,136080.0,211674.0,90339.0,30240.0,332262.0,105327.0,470312.0,332000.0,187200.0,187200.0,187200.0,382200.0,382200.0,382200.0,382200.0,389700.0,339000.0,501250.0,486500.0,182000.0,182751.0,196825.0,199125.0,199125.0,199125.0,401625.0,401625.0,199125.0,199125.0,199125.0,199125.0,377969.0,372505.0,286525.0,292671.0,404513.0,465272.0,379823.0,345057.0,373704.0,337427.0,149811.0,160729.0
202034,1196491.0,1469015.0,1495400.0,1718919.0,1337419.0,1377406.0,978672.0,810006.0,759334.0,161406.0,235872.0,311472.0,317520.0,317520.0,393120.0,393120.0,393120.0,393120.0,393120.0,393120.0,362160.0,362160.0,196560.0,272160.0,257040.0,272160.0,287280.0,317520.0,317520.0,332640.0,378000.0,347760.0,241920.0,226800.0,226800.0,241920.0,90720.0,241481.0,257040.0,0.0,181440.0,136080.0,211674.0,90339.0,30240.0,332262.0,506974.0,182000.0,182000.0,187200.0,187200.0,382200.0,382200.0,382200.0,382200.0,382200.0,389700.0,339000.0,339000.0,182750.0,196825.0,199125.0,199125.0,199125.0,401625.0,401625.0,199125.0,199125.0,199125.0,199125.0,199125.0,470312.0,377969.0,372505.0,286525.0,292671.0,404513.0,465272.0,379823.0,345057.0,373704.0,337427.0,149811.0
202035,1180821.0,1196491.0,1469015.0,1495400.0,1718919.0,1337419.0,1377406.0,978672.0,810006.0,166320.0,196560.0,196560.0,317520.0,317520.0,317520.0,226800.0,226800.0,226800.0,226800.0,181440.0,181440.0,377280.0,257040.0,257040.0,272160.0,287280.0,317520.0,317520.0,332640.0,378000.0,347760.0,241920.0,226800.0,199849.0,161406.0,226800.0,241920.0,90720.0,241481.0,257040.0,0.0,181440.0,136080.0,211674.0,90339.0,30240.0,369610.0,182750.0,182751.0,182750.0,190550.0,189800.0,384800.0,384800.0,384800.0,384800.0,384800.0,392300.0,400000.0,196825.0,199125.0,199125.0,199125.0,401625.0,403625.0,319125.0,199125.0,199125.0,199125.0,199125.0,199125.0,506974.0,470312.0,377969.0,372505.0,286525.0,292671.0,404513.0,465272.0,379823.0,345057.0,373704.0,337427.0
